id,burst_time,priority,arrival_time,turnaround_time,cpu_time_acquired,waiting_time
826,8,10,340,944709,8,944701
827,15,-16,698,152036,15,152021
828,12,13,337,1055711,12,1055699
829,9,16,82,1126880,9,1126871
830,8,0,892,644726,8,644718
831,7,0,604,638406,7,638399
832,16,10,7,959886,16,959870
833,19,-12,639,277197,19,277178
834,8,-10,658,326867,8,326859
835,19,6,517,839972,19,839953
836,19,-5,724,496312,19,496293
837,12,14,987,1093195,12,1093183
838,11,5,680,808742,11,808731
839,10,-15,24,155861,10,155851
840,13,-6,886,465826,13,465813
841,10,-10,302,319060,10,319050
842,6,19,760,1234314,6,1234308
843,5,-6,879,455535,5,455530
844,14,-12,850,278826,14,278812
845,13,9,299,931135,13,931122
846,13,10,927,966978,13,966965
847,18,14,399,1088552,18,1088534
848,8,7,588,857308,8,857300
849,12,-19,945,61133,12,61121
850,12,5,11,803855,12,803843
851,7,-20,469,10015,7,10008
852,6,1,761,673530,6,673524
853,10,10,634,951203,10,951193
854,18,17,455,1181345,18,1181327
855,18,-2,105,585911,18,585893
856,15,9,207,930592,15,930577
857,6,-8,496,385646,6,385640
858,6,-12,114,252014,6,252008
859,6,8,634,889089,6,889083
860,6,-17,660,107707,6,107701
861,18,-6,612,463823,18,463805
862,15,8,931,905199,15,905184
863,5,8,380,883465,5,883460
864,15,-12,28,272708,15,272693
865,19,-2,118,586006,19,585987
866,10,-9,788,361196,10,361186
867,8,12,333,1006434,8,1006426
868,8,3,695,733951,8,733943
869,10,19,317,1224605,10,1224595
870,16,1,321,682413,16,682397
871,17,3,929,748900,17,748883
872,8,11,523,979642,8,979634
873,10,12,28,999648,10,999638
874,12,1,580,684476,12,684464
875,17,-5,460,494438,17,494421
876,18,-4,273,524200,18,524182
877,16,8,965,905446,16,905430
878,14,15,850,1122973,14,1122959
879,15,2,268,712564,15,712549
880,19,10,506,963726,19,963707
881,12,-8,199,399311,12,399299
882,7,-5,67,469324,7,469317
883,5,-20,143,3155,5,3150
884,10,6,691,827898,10,827888
885,8,11,778,985111,8,985103
886,11,-16,358,149529,11,149518
887,8,-4,560,511481,8,511473
888,14,-6,563,463493,14,463479
889,7,-4,790,516286,7,516279
890,11,-8,299,399967,11,399956
891,16,7,42,867346,16,867330
892,12,-19,267,56098,12,56086
893,5,8,655,889487,5,889482
894,19,-8,98,398629,19,398610
895,13,-4,699,527346,13,527333
896,7,-19,579,44263,7,44256
897,13,6,913,843062,13,843049
898,13,9,149,930146,13,930133
899,5,-15,532,166936,5,166931
900,7,9,230,911607,7,911600
901,12,-19,960,61219,12,61207
902,6,-20,421,8985,6,8979
903,19,11,157,991939,19,991920
904,11,12,633,1026728,11,1026717
905,18,-14,186,210726,18,210708
906,19,-18,375,88092,19,88073
907,5,17,39,1156162,5,1156157
908,10,19,4,1217502,10,1217492
909,19,10,286,961965,19,961946
910,19,-16,610,151509,19,151490
911,14,5,344,806304,14,806290
912,18,2,665,715559,18,715541
913,16,13,588,1057730,16,1057714
914,11,16,587,1151243,11,1151232
915,16,-1,9,616561,16,616545
916,18,-1,800,622727,18,622709
917,19,12,896,1028841,19,1028822
918,19,-19,204,55688,19,55669
919,10,-8,570,387454,10,387444
920,10,12,501,1009819,10,1009809
921,9,-19,12,31692,9,31683
922,14,16,84,1147667,14,1147653
923,12,-4,226,523870,12,523858
924,10,-12,479,259954,10,259944
925,19,-7,818,434242,19,434223
926,12,2,18,710578,12,710566
927,10,6,265,818174,10,818164
928,6,19,717,1233410,6,1233404
929,19,-12,491,276120,19,276101
930,14,-4,768,527784,14,527770
931,8,19,455,1227980,8,1227972
932,18,-1,181,617894,18,617876
933,19,15,854,1123017,19,1122998
934,7,-5,616,481349,7,481342
935,13,16,976,1154109,13,1154096
936,20,13,233,1054949,20,1054929
937,5,-19,297,37975,5,37970
938,6,-14,827,204532,6,204526
939,18,3,323,744351,18,744333
940,8,8,419,884393,8,884385
941,17,9,839,935293,17,935276
942,11,-8,242,399615,11,399604
943,18,-4,909,528908,18,528890
944,17,-14,314,211832,17,211815
945,17,6,42,836138,17,836121
946,11,15,746,1122334,11,1122323
947,14,-13,685,245983,14,245969
948,18,-3,220,555323,18,555305
949,6,-14,733,202673,6,202667
950,8,0,100,627619,8,627611
951,5,-4,769,515863,5,515858
952,17,-5,46,491192,17,491175
953,11,14,586,1089944,11,1089933
954,15,13,841,1059528,15,1059513
955,14,-9,241,368325,14,368311
956,16,-7,767,433884,16,433868
957,15,-17,899,122166,15,122151
958,14,-1,497,620535,14,620521
959,20,9,165,930294,20,930274
960,6,-17,942,113299,6,113293
961,8,5,958,801898,8,801890
962,8,0,436,634720,8,634712
963,12,-16,11,146804,12,146792
964,13,-17,103,116353,13,116340
965,20,15,765,1122442,20,1122422
966,13,2,879,717047,13,717034
967,5,-14,410,195790,5,195785
968,9,14,800,1079817,9,1079808
969,7,-19,468,41564,7,41557
970,18,-11,609,308608,18,308590
971,19,-7,874,434688,19,434669
972,18,-14,937,216778,18,216760
973,11,-5,970,498197,11,498186
974,15,-12,821,278541,15,278526
975,20,-13,165,242230,20,242210
976,5,13,68,1032234,5,1032229
977,12,-12,70,273053,12,273041
978,8,-2,908,582272,8,582264
979,7,4,755,767039,7,767032
980,5,0,366,633165,5,633160
981,13,19,786,1247159,13,1247146
982,11,6,909,843011,11,843000
983,10,11,385,976734,10,976724
984,19,-20,778,28822,19,28803
985,16,-2,932,592212,16,592196
986,17,17,293,1180158,17,1180141
987,18,-3,102,554507,18,554489
988,6,-9,462,353820,6,353814
989,10,5,819,798718,10,798708
990,19,7,924,873597,19,873578
991,16,16,228,1148728,16,1148712
992,7,-5,994,489596,7,489589
993,6,14,721,1078252,6,1078246
994,6,-13,111,220775,6,220769
995,13,6,328,838335,13,838322
996,11,16,253,1148917,11,1148906
997,5,-10,54,313777,5,313772
998,15,7,789,872734,15,872719
999,13,-14,441,212939,13,212926
1000,19,-1,441,620053,19,620034
1001,8,-20,357,7846,8,7838
1002,7,14,560,1074295,7,1074288
1003,14,-12,464,275901,14,275887
1004,13,17,608,1182384,13,1182371
1005,13,3,793,747834,13,747821
1006,8,4,631,764278,8,764270
1007,6,-2,443,572180,6,572174
1008,14,19,225,1242529,14,1242515
1009,10,16,197,1129340,10,1129330
1010,7,6,789,830022,7,830015
1011,8,-6,724,452384,8,452376
1012,9,15,692,1109116,9,1109107
1013,11,12,380,1024842,11,1024831
1014,16,-9,447,370117,16,370101
1015,20,7,348,869564,20,869544
1016,6,2,599,701206,6,701200
1017,7,3,146,721982,7,721975
1018,16,-19,392,57060,16,57044
1019,14,-13,231,242746,14,242732
1020,7,11,864,986917,7,986910
1021,5,-8,569,387405,5,387400
1022,19,-12,254,274372,19,274353
1023,9,12,61,1000425,9,1000416
1024,10,-19,908,51064,10,51054
1025,11,-8,504,401359,11,401348
1026,12,-7,13,428379,12,428367
1027,6,12,932,1019624,6,1019618
1028,10,15,32,1095160,10,1095150
1029,20,-2,234,586896,20,586876
1030,10,1,131,660048,10,660038
1031,12,13,54,1053644,12,1053632
1032,9,8,563,887521,9,887512
1033,10,13,785,1047632,10,1047622
1034,20,-10,552,339183,20,339163
1035,9,-20,978,21575,9,21566
1036,11,-12,124,273474,11,273463
1037,10,-4,826,516909,10,516899
1038,12,18,436,1212258,12,1212246
1039,19,-19,548,58256,19,58237
1040,5,-15,680,169993,5,169988
1041,12,12,287,1024249,12,1024237
1042,5,-3,74,532106,5,532101
1043,10,-11,114,283608,10,283598
1044,14,2,977,717725,14,717711
1045,5,-8,778,392024,5,392019
1046,14,16,631,1151598,14,1151584
1047,17,14,893,1092453,17,1092436
1048,15,-5,562,495187,15,495172
1049,14,-6,445,462511,14,462497
1050,5,12,100,1001261,5,1001256
1051,16,-11,175,305141,16,305125
1052,16,-9,243,368340,16,368324
1053,8,8,551,887292,8,887284
1054,5,-12,793,266641,5,266636
1055,18,-19,506,57877,18,57859
1056,11,10,869,966479,11,966468
1057,15,-13,841,247298,15,247283
1058,8,1,746,673264,8,673256
1059,12,13,291,1055367,12,1055355
1060,14,12,975,1029619,14,1029605
1061,17,-10,574,339336,17,339319
1062,13,14,235,1087248,13,1087235
1063,10,1,369,665315,10,665305
1064,14,-18,597,89551,14,89537
1065,8,10,359,945117,8,945109
1066,6,-17,94,95485,6,95479
1067,12,-17,814,121623,12,121611
1068,11,19,304,1243188,11,1243177
1069,17,-12,696,277622,17,277605
1070,12,18,187,1210494,12,1210482
1071,18,19,350,1243592,18,1243574
1072,10,4,349,758030,10,758020
1073,12,-6,483,462867,12,462855
1074,5,10,584,950082,5,950077
1075,15,-18,152,86412,15,86397
1076,15,0,685,653504,15,653489
1077,20,0,686,653516,20,653496
1078,12,2,450,714004,12,713992
1079,9,-6,448,446293,9,446284
1080,10,-3,742,546993,10,546983
1081,20,9,779,934811,20,934791
1082,10,-10,931,332399,10,332389
1083,14,-1,482,620436,14,620422
1084,18,-17,683,120633,18,120615
1085,14,4,113,774085,14,774071
1086,20,-8,613,402167,20,402147
1087,10,-5,562,480217,10,480207
1088,15,-11,638,308794,15,308779
1089,15,-19,859,60609,15,60594
1090,7,13,15,1031104,7,1031097
1091,9,5,174,785156,9,785147
1092,13,8,2,897928,13,897915
1093,13,-2,354,587758,13,587745
1094,14,19,418,1244269,14,1244255
1095,10,-7,804,422797,10,422787
1096,10,10,114,940098,10,940088
1097,12,-15,87,178446,12,178434
1098,5,17,216,1159787,5,1159782
1099,11,-10,46,335511,11,335500
1100,8,-7,276,411712,8,411704
1101,10,12,842,1017498,10,1017488
1102,10,9,839,924646,10,924636
1103,7,-16,245,129400,7,129393
1104,20,4,812,779234,20,779214
1105,19,12,143,1023060,19,1023041
1106,15,5,722,809059,15,809044
1107,9,14,947,1083045,9,1083036
1108,16,1,402,683051,16,683035
1109,8,8,724,891192,8,891184
1110,9,-1,132,596665,9,596656
1111,17,3,180,743216,17,743199
1112,20,-9,943,374045,20,374025
1113,13,10,793,966005,13,965992
1114,9,9,611,919737,9,919728
1115,6,-2,642,576369,6,576363
1116,14,3,228,743592,14,743578
1117,13,-12,828,278603,13,278590
1118,9,8,127,877772,9,877763
1119,12,5,736,809148,12,809136
1120,13,-9,365,369384,13,369371
1121,19,13,95,1053948,19,1053929
1122,16,18,318,1211405,16,1211389
1123,7,13,809,1048205,7,1048198
1124,16,0,361,650759,16,650743
1125,8,1,867,675859,8,675851
1126,7,13,915,1050232,7,1050225
1127,7,0,183,629520,7,629513
1128,16,-3,999,561742,16,561726
1129,14,-10,821,341252,14,341238
1130,10,16,879,1143351,10,1143341
1131,7,6,850,831450,7,831443
1132,20,-19,202,55665,20,55645
1133,15,-10,46,335516,15,335501
1134,12,-1,926,623645,12,623633
1135,5,18,721,1201719,5,1201714
1136,18,-10,238,336810,18,336792
1137,10,-8,875,394027,10,394017
1138,15,-9,153,367681,15,367666
1139,18,3,165,743065,18,743047
1140,19,3,992,749460,19,749441
1141,20,-1,902,623453,20,623433
1142,17,6,697,841421,17,841404
1143,15,17,740,1183397,15,1183382
1144,7,18,334,1193983,7,1193976
1145,11,-4,484,525713,11,525702
1146,15,-18,150,86388,15,86373
1147,7,-7,712,420954,7,420947
1148,20,15,339,1119266,20,1119246
1149,11,-11,376,306763,11,306752
1150,7,-17,46,94491,7,94484
1151,11,14,869,1092218,11,1092207
1152,13,-4,836,528181,13,528168
1153,14,-13,349,243619,14,243605
1154,5,5,798,798273,5,798268
1155,6,0,312,631913,6,631907
1156,9,1,42,657955,9,657946
1157,11,-12,19,272630,11,272619
1158,13,-18,183,86710,13,86697
1159,17,-19,50,54245,17,54228
1160,17,-14,168,210567,17,210550
1161,9,-13,71,219879,9,219870
1162,12,-15,501,181468,12,181456
1163,18,19,765,1246961,18,1246943
1164,7,3,506,729633,7,729626
1165,18,12,539,1026001,18,1025983
1166,18,9,775,934773,18,934755
1167,12,-12,41,272791,12,272779
1168,7,-6,592,449529,7,449522
1169,12,-18,998,92468,12,92456
1170,17,7,867,873280,17,873263
1171,15,-16,486,150590,15,150575
1172,12,-8,149,398975,12,398963
1173,17,10,660,964998,17,964981
1174,8,2,266,694338,8,694330
1175,7,-10,897,331762,7,331755
1176,19,-14,623,214401,19,214382
1177,11,-16,349,149489,11,149478
1178,13,-13,819,247121,13,247108
1179,13,-2,922,592136,13,592123
1180,6,17,300,1161767,6,1161761
1181,15,2,457,714086,15,714071
1182,14,-7,287,430460,14,430446
1183,18,-9,352,369262,18,369244
1184,6,7,861,863099,6,863093
1185,9,-4,398,508310,9,508301
1186,14,-2,497,588890,14,588876
1187,15,18,544,1212943,15,1212928
1188,15,13,407,1056271,15,1056256
1189,18,-10,378,337789,18,337771
1190,13,-7,175,429627,13,429614
1191,19,19,171,1242117,19,1242098
1192,14,-11,535,308039,14,308025
1193,7,-13,758,234644,7,234637
1194,11,12,393,1024932,11,1024921
1195,8,19,830,1235867,8,1235859
1196,10,10,994,958710,10,958700
1197,15,-20,658,27835,15,27820
1198,9,-12,495,260278,9,260269
1199,9,5,566,793277,9,793268
1200,6,15,880,1113152,6,1113146
1201,8,-8,18,375740,8,375732
1202,18,-11,760,309648,18,309630
1203,9,9,961,927201,9,927192
1204,5,11,524,979666,5,979661
1205,18,16,647,1151766,18,1151748
1206,6,-13,77,220029,6,220023
1207,5,-5,98,470242,5,470237
1208,12,13,552,1057413,12,1057401
1209,12,16,710,1152151,12,1152139
1210,16,10,192,961310,16,961294
1211,7,6,642,826796,7,826789
1212,11,11,999,998004,11,997993
1213,16,-6,965,466433,16,466417
1214,8,4,396,759160,8,759152
1215,13,-6,740,464815,13,464802
1216,6,14,155,1065316,6,1065310
1217,6,-18,841,80545,6,80539
1218,10,14,516,1073310,10,1073300
1219,17,15,605,1121214,17,1121197
1220,10,-19,840,49904,10,49894
1221,17,6,24,836007,17,835990
1222,15,14,693,1090922,15,1090907
1223,16,-15,925,184792,16,184776
1224,15,16,620,1151457,15,1151442
1225,9,3,323,725955,9,725946
1226,11,6,530,840086,11,840075
1227,19,3,530,745710,19,745691
1228,5,-1,187,597702,5,597697
1229,7,4,975,771805,7,771798
1230,15,13,260,1055106,15,1055091
1231,9,-11,419,290441,9,290432
1232,10,6,206,816708,10,816698
1233,18,-11,852,310381,18,310363
1234,11,-3,96,554469,11,554458
1235,6,3,817,736410,6,736404
1236,13,-1,236,618438,13,618425
1237,8,12,750,1015411,8,1015403
1238,20,16,345,1149624,20,1149604
1239,18,13,155,1054348,18,1054330
1240,20,-19,675,59230,20,59210
1241,8,-6,660,450912,8,450904
1242,6,-15,993,176561,6,176555
1243,16,-20,479,26372,16,26356
1244,15,17,430,1181129,15,1181114
1245,7,4,655,764750,7,764743
1246,17,-3,248,555535,17,555518
1247,15,-20,175,24100,15,24085
1248,20,-7,676,433195,20,433175
1249,11,-11,536,308052,11,308041
1250,10,18,479,1196997,10,1196987
1251,8,-19,654,45918,8,45910
1252,18,-11,948,311092,18,311074
1253,8,-2,490,573242,8,573234
1254,19,-14,87,209992,19,209973
1255,10,-17,191,97427,10,97417
1256,13,-17,920,122318,13,122305
1257,19,6,562,840302,19,840283
1258,12,1,861,686512,12,686500
1259,20,-14,965,216981,20,216961
1260,6,-1,227,598805,6,598799
1261,16,19,144,1241933,16,1241917
1262,18,19,21,1240861,18,1240843
1263,13,8,30,898098,13,898085
1264,15,-18,628,89798,15,89783
1265,13,-7,626,432896,13,432883
1266,5,-8,714,390692,5,390687
1267,9,18,603,1199394,9,1199385
1268,18,-15,965,185121,18,185103
1269,11,11,926,997632,11,997621
1270,14,11,435,994059,14,994045
1271,11,-11,570,308265,11,308254
1272,14,0,275,650185,14,650171
1273,5,-13,959,239142,5,239137
1274,18,2,509,714463,18,714445
1275,16,16,452,1150397,16,1150381
1276,11,-20,735,28428,11,28417
1277,16,-15,862,184310,16,184294
1278,13,18,219,1210748,13,1210735
1279,8,13,873,1049530,8,1049522
1280,15,-18,585,89490,15,89475
1281,12,2,148,711716,12,711704
1282,10,17,759,1171448,10,1171438
1283,10,14,182,1065777,10,1065767
1284,14,-16,673,151865,14,151851
1285,19,-18,261,87332,19,87313
1286,10,17,303,1161811,10,1161801
1287,14,4,99,774004,14,773990
1288,9,-9,250,349046,9,349037
1289,5,16,60,1126461,5,1126456
1290,5,5,763,797501,5,797496
1291,20,-16,929,153782,20,153762
1292,14,-11,234,305527,14,305513
1293,13,-15,945,184983,13,184970
1294,10,8,282,881388,10,881378
1295,15,-2,921,592124,15,592109
1296,15,-14,415,212796,15,212781
1297,5,15,92,1096401,5,1096396
1298,17,3,835,748078,17,748061
1299,15,-4,131,523042,15,523027
1300,18,-11,68,304220,18,304202
1301,16,-8,248,399672,16,399656
1302,20,-15,557,181884,20,181864
1303,12,15,736,1122234,12,1122222
1304,6,-19,558,43644,6,43638
1305,12,-13,581,245331,12,245319
1306,14,-14,429,212870,14,212856
1307,13,-7,33,428587,13,428574
1308,20,4,480,776707,20,776687
1309,15,-20,899,29721,15,29706
1310,13,-14,626,214438,13,214425
1311,17,-7,169,429578,17,429561
1312,19,16,886,1153367,19,1153348
1313,8,1,343,664735,8,664727
1314,9,12,27,999639,9,999630
1315,9,-4,926,519237,9,519228
1316,17,-5,394,493925,17,493908
1317,14,-10,215,336654,14,336640
1318,13,-14,797,215767,13,215754
1319,9,15,978,1115303,9,1115294
1320,8,2,597,701172,8,701164
1321,5,18,484,1197082,5,1197077
1322,18,-2,620,589815,18,589797
1323,20,-20,125,23696,20,23676
1324,17,-3,30,554021,17,554004
1325,10,4,519,761788,10,761778
1326,15,4,1000,780566,15,780551
1327,7,-15,528,166820,7,166813
1328,16,-12,935,279542,16,279526
1329,15,8,573,902460,15,902445
1330,18,-14,918,216674,18,216656
1331,6,18,747,1202425,6,1202419
1332,8,17,422,1164258,8,1164250
1333,11,11,277,992874,11,992863
1334,5,15,102,1096697,5,1096692
1335,9,1,495,668148,9,668139
1336,10,14,961,1083307,10,1083297
1337,5,-19,503,42337,5,42332
1338,18,9,217,930644,18,930626
1339,7,-20,879,19550,7,19543
1340,12,19,835,1247524,12,1247512
1341,5,-4,875,518174,5,518169
1342,15,-6,196,460671,15,460656
1343,17,-1,718,622122,17,622105
1344,7,-20,406,8830,7,8823
1345,8,-10,425,321867,8,321859
1346,12,-17,280,117552,12,117540
1347,17,7,433,870263,17,870246
1348,5,2,84,690371,5,690366
1349,9,0,85,627118,9,627109
1350,19,-2,376,587894,19,587875
1351,14,-17,785,121448,14,121434
1352,5,-20,376,8249,5,8244
1353,6,-15,679,169979,6,169973
1354,20,-2,20,585292,20,585272
1355,8,1,542,669194,8,669186
1356,9,16,897,1143732,9,1143723
1357,14,-10,49,335517,14,335503
1358,18,6,305,838091,18,838073
1359,11,-13,452,244291,11,244280
1360,20,-10,773,340888,20,340868
1361,14,-15,550,181854,14,181840
1362,17,-19,758,59920,17,59903
1363,15,11,583,995026,15,995011
1364,12,-19,166,55346,12,55334
1365,7,9,839,924653,7,924646
1366,9,7,83,846637,9,846628
1367,20,1,164,681170,20,681150
1368,6,-9,769,360750,6,360744
1369,12,-3,87,554373,12,554361
1370,7,-20,113,2461,7,2454
1371,12,-5,235,492712,12,492700
1372,8,-9,541,355854,8,355846
1373,7,14,612,1075476,7,1075469
1374,18,-20,634,27586,18,27568
1375,14,-20,840,29322,14,29308
1376,19,19,615,1245784,19,1245765
1377,18,8,905,905030,18,905012
1378,15,10,204,961370,15,961355
1379,9,12,763,1015630,9,1015621
1380,16,-17,561,119709,16,119693
1381,11,-16,184,148256,11,148245
1382,11,-3,844,560511,11,560500
1383,15,0,409,651165,15,651150
1384,8,-3,606,544012,8,544004
1385,13,2,495,714358,13,714345
1386,20,1,217,681600,20,681580
1387,6,-1,517,605251,6,605245
1388,20,10,82,960468,20,960448
1389,13,18,249,1210978,13,1210965
1390,10,-15,939,175409,10,175399
1391,6,-14,47,187582,6,187576
1392,18,5,468,807250,18,807232
1393,10,15,695,1109226,10,1109216
1394,15,12,709,1027400,15,1027385
1395,5,-14,754,203139,5,203134
1396,14,-12,211,274020,14,274006
1397,19,4,593,777590,19,777571
1398,15,-3,137,554741,15,554726
1399,7,-11,334,288464,7,288457
1400,11,-14,90,210027,11,210016
1401,18,-20,363,25606,18,25588
1402,11,13,410,1056284,11,1056273
1403,20,12,478,1025551,20,1025531
1404,12,4,588,777507,12,777495
1405,8,-9,759,360496,8,360488
1406,9,2,650,702352,9,702343
1407,12,-5,932,497889,12,497877
1408,18,-14,875,216307,18,216289
1409,16,-1,759,622379,16,622363
1410,20,8,791,904203,20,904183
1411,20,-10,913,341920,20,341900
1412,9,12,182,1003122,9,1003113
1413,13,17,21,1178003,13,1177990
